price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
3500,2001,chevrolet camaro,excellent,6,gas,130000,automatic,convertible,red,,5/10/2018,65
5000,1979,gmc sierra,fair,8,gas,,automatic,truck,green,,5/10/2018,54
14750,1999,chevrolet corvette,like new,8,gas,30755,automatic,coupe,grey,,9/23/2018,24
9995,,toyota prius,excellent,4,hybrid,48750,automatic,hatchback,,,2/9/2019,23
17900,2010,toyota tundra,good,8,gas,,automatic,pickup,white,1,11/22/2018,74
10900,2012,chevrolet suburban,good,,gas,192,automatic,SUV,white,1,9/8/2018,46
11495,2016,ford edge,good,4,gas,99292,automatic,SUV,black,,9/24/2018,44
8499,2012,chevrolet colorado,good,5,gas,124000,automatic,truck,white,1,11/9/2018,11
3500,2008,nissan sentra,excellent,4,gas,167174,automatic,sedan,,,4/18/2019,40
5250,2013,subaru forester,like new,4,gas,180000,automatic,SUV,black,1,6/21/2018,41
7995,2003,cadillac escalade,good,8,gas,62000,automatic,SUV,green,1,5/22/2018,23
3995,2006,hyundai elantra,good,4,gas,19000,automatic,hatchback,black,,4/15/2019,40
9495,2011,jeep grand cherokee,good,6,gas,119809,automatic,SUV,,,3/15/2019,26
11295,,chevrolet corvette,good,8,gas,,automatic,coupe,black,,10/13/2018,15
9995,2007,ram 1500,good,8,gas,148000,automatic,truck,red,1,10/12/2018,17
12995,2016,ford escape,good,4,gas,,automatic,SUV,black,,12/1/2018,96
4995,2008,dodge charger,good,6,gas,161353,automatic,sedan,silver,,12/26/2018,51
9995,2011,jeep grand cherokee,good,6,gas,144170,automatic,convertible,black,1,3/22/2019,111
5999,2005,jeep liberty,excellent,6,gas,155981,automatic,SUV,,1,6/11/2018,42
16999,2007,jeep wrangler,excellent,6,gas,133530,manual,SUV,,1,10/7/2018,37
13900,2007,ford f250,good,8,diesel,180441,automatic,truck,red,1,1/15/2019,52
1500,1989,ford f-250,fair,,gas,182000,automatic,truck,blue,,10/29/2018,31
4995,2007,toyota camry,good,4,gas,173004,automatic,sedan,silver,,12/6/2018,17
3995,2009,nissan murano,good,6,gas,153176,automatic,wagon,,,6/29/2018,11
3495,2007,honda civic lx,excellent,4,gas,181629,manual,coupe,black,,6/27/2018,22
3895,2006,nissan murano,good,6,gas,214932,automatic,wagon,custom,,6/4/2018,48
10995,2008,ford f350,good,8,diesel,165000,automatic,pickup,,1,5/5/2018,20
8995,2013,ford fusion se,excellent,4,gas,78942,automatic,sedan,silver,,7/31/2018,24
9995,2008,ford edge,good,6,gas,118722,automatic,SUV,custom,1,4/2/2019,21
14995,2013,toyota highlander,good,6,gas,147165,automatic,SUV,white,1,9/23/2018,24
13995,2014,honda cr-v,good,4,gas,135523,automatic,SUV,custom,1,7/17/2018,75
12500,2016,kia soul,good,4,gas,74296,automatic,wagon,blue,,1/6/2019,42
3500,2000,chevrolet silverado,good,8,gas,215000,automatic,pickup,black,1,5/18/2018,32
6995,2009,honda civic lx,excellent,4,gas,,automatic,sedan,grey,,12/29/2018,27
11995,2015,chevrolet equinox,excellent,4,gas,106348,automatic,SUV,black,1,8/20/2018,22
4495,2005,toyota rav4,excellent,4,gas,169057,automatic,SUV,blue,,2/2/2019,68
9995,2016,ford focus,good,4,gas,78733,automatic,sedan,blue,,8/10/2018,18
49950,2018,ford f-250,excellent,8,diesel,32980,automatic,truck,white,1,8/27/2018,15
399,2011,chevrolet malibu,good,6,gas,131000,automatic,sedan,grey,,8/6/2018,13
17995,2015,ford edge,good,4,gas,77000,automatic,SUV,black,1,3/28/2019,10
19950,2013,ford f-150,excellent,6,gas,117641,automatic,truck,grey,1,6/13/2018,44
5495,2012,hyundai sonata,good,4,gas,160139,automatic,sedan,white,,2/18/2019,81
5295,2012,nissan rogue,good,4,gas,128382,automatic,wagon,custom,,9/15/2018,35
7998,2014,chrysler 200,good,4,gas,75429,automatic,sedan,blue,,12/16/2018,20
3850,2004,toyota sienna,good,6,gas,190561,automatic,mini-van,silver,1,11/23/2018,90
8600,2014,chevrolet impala,like new,6,gas,107256,automatic,sedan,silver,,11/19/2018,10
3995,2008,nissan rogue,good,4,gas,193695,automatic,wagon,black,,6/16/2018,44
3995,2009,nissan altima,good,4,gas,217821,automatic,sedan,grey,,9/27/2018,58
4995,2005,chrysler 300,good,,gas,217167,automatic,sedan,green,,12/1/2018,52
4995,2010,dodge charger,good,6,gas,,automatic,sedan,,,9/21/2018,33
3995,2001,nissan maxima,good,6,gas,177096,automatic,sedan,,,6/14/2018,9
3995,2012,ford fusion,good,4,gas,201290,automatic,sedan,grey,,8/29/2018,70
3495,2005,toyota camry,good,6,gas,212000,automatic,sedan,custom,,1/21/2019,31
3495,2009,hyundai sonata,good,6,gas,138981,automatic,sedan,custom,,7/10/2018,17
11995,2016,ford fusion,good,4,gas,89113,automatic,sedan,grey,,3/19/2019,41
44995,2018,chevrolet silverado 2500hd,like new,8,gas,12606,automatic,pickup,red,1,10/18/2018,29
7999,2005,chevrolet silverado 1500,good,8,gas,,automatic,truck,red,,7/1/2018,39
8495,2007,chevrolet tahoe,good,8,gas,207888,automatic,SUV,blue,1,5/27/2018,32
9595,2009,gmc sierra 1500,good,,gas,178221,automatic,pickup,silver,,2/6/2019,77
27500,2006,ford f-250,like new,8,diesel,71000,automatic,truck,black,1,6/29/2018,32
18500,2013,gmc sierra 1500,excellent,8,gas,,automatic,pickup,black,,9/16/2018,30
15500,2016,chevrolet equinox,like new,,gas,12217,automatic,SUV,white,,1/15/2019,97
6000,2013,dodge grand caravan,excellent,6,gas,,automatic,van,white,,11/24/2018,67
18900,2006,gmc sierra 2500hd,good,,diesel,,automatic,truck,black,1,4/15/2019,22
25500,2013,ram 3500,good,6,diesel,175245,automatic,truck,blue,1,9/17/2018,26
7999,2007,jeep liberty,excellent,6,gas,77976,automatic,SUV,brown,1,12/31/2018,42
13999,2012,toyota rav4,excellent,4,gas,78812,automatic,SUV,red,,5/3/2018,62
37900,,ford f-250 sd,good,8,diesel,102195,automatic,truck,white,1,9/28/2018,23
29900,2014,ram 2500,good,6,diesel,,automatic,truck,blue,1,9/19/2018,108
19900,2011,ram 2500,good,6,diesel,172857,automatic,truck,white,1,2/13/2019,54
15999,2015,honda pilot,excellent,6,gas,124065,automatic,SUV,grey,1,3/4/2019,56
7200,2002,ford f-250,good,,diesel,,automatic,truck,silver,1,9/10/2018,74
2995,2001,chevrolet impala,excellent,6,gas,179307,automatic,sedan,blue,,3/24/2019,38
5999,2009,chrysler town & country,like new,6,gas,79663,automatic,mini-van,white,,5/21/2018,60
6300,2012,chevrolet impala,good,,gas,,automatic,sedan,white,,1/21/2019,26
22800,2018,nissan frontier crew cab sv,good,6,gas,15346,other,pickup,silver,1,5/24/2018,31
40950,2018,ford f-250,excellent,8,diesel,19904,automatic,truck,grey,1,6/1/2018,38
4000,,ford mustang,good,,gas,153000,automatic,coupe,grey,,7/22/2018,30
8500,2008,toyota highlander,excellent,6,gas,140395,automatic,SUV,black,,8/16/2018,6
8500,,ford fusion,excellent,6,gas,61800,automatic,sedan,blue,,3/27/2019,50
25300,2017,ford mustang gt coupe 2d,good,8,gas,23143,other,coupe,,,4/16/2019,28
16995,2014,ford f-150,good,6,gas,103413,automatic,truck,black,1,6/19/2018,83
16995,2012,ford f-150,good,6,gas,106631,automatic,truck,grey,,3/17/2019,55
11995,2016,chevrolet colorado,good,4,gas,105956,automatic,truck,white,,8/16/2018,32
5400,2007,ram 1500,good,8,gas,246200,automatic,pickup,white,,7/3/2018,25
27000,2012,gmc sierra 1500,excellent,8,gas,88000,automatic,truck,silver,,3/23/2019,9
6500,2010,toyota corolla,good,4,gas,61000,automatic,sedan,red,,10/26/2018,44
13995,,ram 1500,excellent,8,gas,120000,automatic,pickup,black,,4/18/2019,16
5500,2009,nissan rogue,like new,4,gas,150000,automatic,SUV,black,,9/13/2018,23
4200,2005,chrysler town & country,good,6,gas,82000,other,van,red,,7/19/2018,29
8300,2013,volkswagen passat,good,5,gas,103151,automatic,sedan,grey,,11/24/2018,59
6500,2012,honda civic lx,good,4,gas,152525,automatic,sedan,silver,,8/26/2018,25
13997,2016,ford fusion,good,4,gas,36483,automatic,sedan,red,1,9/7/2018,99
3300,2013,chevrolet impala,good,6,gas,,automatic,sedan,silver,,8/7/2018,16
2500,2002,chevrolet silverado 1500,fair,8,gas,296000,automatic,truck,brown,,10/1/2018,51
5495,2011,toyota prius,excellent,4,hybrid,,automatic,hatchback,,,12/27/2018,29
13995,,toyota tundra,good,,gas,147205,automatic,truck,green,1,5/2/2018,36
5995,2010,ford fusion,good,6,gas,86000,automatic,sedan,white,,12/20/2018,13
5000,1997,toyota 4runner,good,6,gas,211000,automatic,SUV,red,1,10/24/2018,33
8999,,honda cr-v,good,4,gas,106972,automatic,wagon,black,1,11/20/2018,172
6999,2006,dodge charger,good,8,gas,225499,automatic,sedan,,,10/31/2018,15
8999,2008,chevrolet colorado,good,4,gas,47600,automatic,truck,red,,7/22/2018,30
3995,2014,nissan versa,excellent,4,gas,,automatic,sedan,white,,3/7/2019,25
1250,2011,buick enclave,excellent,6,gas,137083,automatic,SUV,white,,10/21/2018,37
59995,2018,ram 2500,like new,8,diesel,22635,automatic,truck,white,1,6/25/2018,31
4495,2008,chevrolet impala,good,6,gas,123881,automatic,sedan,black,,2/5/2019,65
4850,2010,ford fusion se,like new,4,gas,57839,automatic,sedan,brown,,7/25/2018,33
3995,2001,nissan maxima,good,,gas,177096,automatic,sedan,,,12/31/2018,28
4995,2009,nissan murano,good,6,gas,164539,automatic,wagon,red,,12/5/2018,37
3895,2006,nissan murano,good,6,gas,,automatic,wagon,custom,,8/23/2018,4
4995,2005,chrysler 300,good,8,gas,217167,automatic,sedan,green,,1/23/2019,24
3995,2009,nissan murano,good,6,gas,,automatic,wagon,,,10/2/2018,83
4995,2010,dodge charger,good,6,gas,,automatic,sedan,black,,4/18/2019,150
2495,2001,toyota camry,good,,gas,193508,automatic,sedan,white,,11/21/2018,75
6495,2010,jeep liberty,good,,gas,133617,automatic,SUV,black,1,12/3/2018,13
4995,2010,dodge charger,good,6,gas,148527,automatic,sedan,custom,,12/23/2018,35
6400,2011,chevrolet cruze,good,,gas,177249,automatic,sedan,brown,,5/20/2018,10
4000,2008,nissan rogue,good,4,gas,191702,automatic,wagon,,,10/9/2018,61
3495,2009,hyundai sonata,good,6,gas,138981,automatic,sedan,custom,,5/4/2018,82
3995,2008,nissan rogue,good,4,gas,193695,automatic,wagon,black,,1/26/2019,40
3495,2005,toyota camry,good,6,gas,212000,automatic,sedan,custom,,5/7/2018,10
3995,2009,nissan altima,good,4,gas,217821,automatic,sedan,grey,,12/9/2018,26
5295,2012,nissan rogue,good,4,gas,,automatic,wagon,custom,,12/4/2018,62
5995,2009,buick enclave,good,6,gas,168587,automatic,wagon,brown,,10/23/2018,118
6950,2009,toyota tacoma,good,4,gas,180426,automatic,pickup,,,2/24/2019,8
6990,2003,toyota camry le,good,,gas,42180,automatic,sedan,blue,,3/6/2019,15
15995,2016,honda cr-v,excellent,4,gas,24500,automatic,SUV,black,,2/24/2019,21
40000,2017,gmc sierra,excellent,8,gas,21000,automatic,pickup,blue,1,6/21/2018,60
32500,1968,chevrolet camaro,excellent,8,gas,99,automatic,other,yellow,,10/8/2018,52
4988,2001,ford expedition,excellent,8,gas,149600,automatic,truck,black,,6/5/2018,17
5988,2004,chevrolet silverado,excellent,6,gas,,automatic,truck,red,,11/5/2018,25
22500,2012,ford f250 super duty,good,6,diesel,170094,automatic,pickup,,1,9/30/2018,26
15850,2017,toyota camry le,excellent,4,gas,27500,automatic,sedan,white,,9/13/2018,7
20900,2011,gmc sierra 2500hd,good,8,gas,112635,automatic,truck,silver,1,11/20/2018,23
20200,2018,nissan frontier crew cab sv,good,6,gas,49596,other,pickup,black,1,3/1/2019,14
13195,2011,ford f-150,good,6,gas,152569,other,truck,white,1,1/18/2019,51
7250,2011,subaru forester,excellent,5,gas,,automatic,SUV,blue,1,12/27/2018,13
29999,2011,ford econoline,like new,10,gas,117000,automatic,van,white,,3/16/2019,64
6995,2011,chevrolet impala,excellent,6,gas,102000,automatic,sedan,,,11/20/2018,74
2900,2008,toyota corolla,excellent,4,gas,178000,manual,sedan,blue,,8/14/2018,16
975,2002,ford ranger,good,6,gas,,automatic,pickup,black,,8/24/2018,36
15300,1999,ram 2500,new,6,diesel,315000,automatic,truck,white,1,3/21/2019,38
8000,2002,chevrolet silverado 2500hd,excellent,8,gas,,automatic,truck,grey,1,12/13/2018,52
28750,2015,ford f-250 super duty,excellent,8,gas,66141,automatic,truck,,1,8/29/2018,67
21999,,ford f-150,like new,8,gas,97000,automatic,truck,white,1,8/5/2018,66
38499,2014,ram 2500,like new,6,diesel,73800,automatic,truck,grey,1,6/15/2018,23
14990,2010,gmc sierra,good,8,gas,125533,automatic,truck,black,1,4/8/2019,91
3500,2007,honda civic,excellent,4,gas,146939,manual,coupe,blue,,5/31/2018,55
18800,2012,cadillac escalade,like new,8,gas,128,automatic,SUV,black,1,2/11/2019,27
6500,2006,chevrolet silverado,good,8,gas,145100,automatic,truck,silver,,10/7/2018,19
11495,2011,ford f150,good,,gas,,automatic,pickup,blue,,5/4/2018,104
4695,2008,honda civic,excellent,4,gas,,automatic,SUV,blue,,8/5/2018,52
7495,2011,ford escape,excellent,6,gas,116305,automatic,SUV,black,,5/30/2018,22
19995,2015,ford expedition,excellent,6,gas,79013,automatic,SUV,black,1,12/7/2018,37
9495,2013,hyundai sonata,excellent,4,gas,58587,automatic,sedan,grey,,2/19/2019,23
29500,2016,chevrolet tahoe,like new,8,gas,79500,automatic,SUV,,1,6/26/2018,22
4900,2002,ford f250,excellent,,gas,123229,automatic,truck,,1,7/14/2018,24
3250,,subaru outback,good,4,gas,161000,automatic,SUV,,1,8/29/2018,12
2600,2001,ford f150,fair,8,gas,,automatic,pickup,blue,1,10/28/2018,49
4000,1999,ford f-150,good,8,gas,178000,manual,pickup,white,1,10/28/2018,12
23400,2014,ford f150 supercrew cab xlt,good,6,gas,66048,other,pickup,silver,1,6/7/2018,62
3500,2007,chevrolet silverado,good,8,gas,233394,automatic,pickup,white,,12/1/2018,13
7995,2003,cadillac escalade,good,8,gas,62000,automatic,SUV,green,1,3/11/2019,24
6900,2011,honda accord,good,4,gas,142000,automatic,sedan,black,,9/29/2018,69
3425,2010,subaru forester,excellent,4,gas,172500,automatic,SUV,blue,1,4/14/2019,82
3995,2006,hyundai elantra,good,4,gas,19000,automatic,sedan,black,,9/26/2018,62
15900,2012,chevrolet suburban,excellent,8,gas,114000,automatic,SUV,grey,1,6/24/2018,21
14629,2017,ford escape,excellent,4,gas,58017,automatic,SUV,orange,1,10/8/2018,14
2900,2006,ford explorer,excellent,6,gas,191657,automatic,SUV,blue,1,12/7/2018,35
5500,2013,ford escape,good,4,gas,129220,automatic,SUV,,,5/13/2018,36
22500,2014,chevrolet silverado 1500,good,8,gas,,automatic,truck,red,1,9/7/2018,40
5500,2012,subaru outback,excellent,4,gas,154611,automatic,SUV,red,1,5/6/2018,20
9000,1999,ford f-250,good,8,diesel,235000,automatic,truck,white,1,3/9/2019,8
12100,2009,toyota highlander,good,6,gas,150314,automatic,SUV,silver,1,4/10/2019,25
16600,2014,chevrolet silverado,good,8,gas,,automatic,truck,,1,6/13/2018,14
4995,2010,toyota corolla,excellent,4,gas,142000,automatic,sedan,,,5/26/2018,46
2500,2004,chevrolet silverado 2500hd,fair,8,gas,259000,automatic,pickup,white,,2/18/2019,8
13900,2007,chevrolet silverado,good,8,gas,137768,automatic,truck,grey,,11/29/2018,25
9950,2008,toyota tundra,good,6,gas,229000,automatic,truck,red,,4/16/2019,0
7750,2012,chevrolet equinox,good,4,gas,,automatic,SUV,grey,,2/21/2019,21
4950,2009,honda cr-v,good,4,gas,,automatic,SUV,blue,,11/30/2018,6
3500,,chevrolet malibu,excellent,4,gas,160000,automatic,sedan,,,5/26/2018,22
6000,2004,bmw x5,like new,6,gas,154578,automatic,SUV,black,1,5/2/2018,34
2150,2006,hyundai elantra,fair,4,gas,159000,automatic,sedan,,,9/10/2018,9
5500,2014,ford focus,excellent,4,gas,,automatic,sedan,,,3/5/2019,82
13899,2016,chevrolet malibu,like new,4,gas,69000,automatic,sedan,custom,,6/15/2018,52
13899,2014,dodge charger,like new,6,gas,79000,automatic,sedan,black,,5/29/2018,33
6250,2014,ford focus,excellent,,gas,,automatic,sedan,silver,,3/9/2019,115
6450,2013,hyundai elantra,excellent,4,gas,72000,automatic,sedan,red,,10/20/2018,9
7300,2014,ford taurus,good,6,gas,118000,automatic,sedan,,,5/14/2018,152
5500,2009,honda civic,excellent,4,gas,129000,automatic,sedan,white,,5/28/2018,87
5750,2009,toyota camry,like new,6,gas,146954,automatic,sedan,silver,,2/18/2019,9
3200,2007,hyundai sonata,good,6,gas,159538,automatic,sedan,black,,9/5/2018,30
6800,2014,nissan altima,excellent,4,gas,120000,automatic,sedan,,,10/21/2018,34
15900,2017,dodge grand caravan,excellent,6,gas,117500,automatic,mini-van,silver,,8/12/2018,42
4500,2012,ford focus se,excellent,4,gas,124333,automatic,sedan,white,,7/10/2018,35
2500,1997,honda civic,excellent,4,gas,280000,manual,coupe,silver,,12/19/2018,34
26990,2014,ford f-150,good,6,gas,,automatic,truck,silver,1,3/4/2019,22
51999,2018,ford f-250 sd,good,8,gas,21588,automatic,truck,grey,1,1/16/2019,25
46999,2017,ford f-250 sd,good,8,diesel,29000,automatic,truck,black,1,1/2/2019,59
26999,2014,ford f-150,good,6,gas,,automatic,truck,,1,3/21/2019,17
33990,2018,ford f-150,good,8,diesel,23603,automatic,truck,silver,1,6/11/2018,22
20990,2014,ford f-150,good,,gas,72854,automatic,truck,white,1,1/23/2019,10
17999,2013,ford f-150,good,8,gas,,automatic,truck,white,1,11/16/2018,20
6350,2004,honda civic,good,4,gas,61194,automatic,sedan,red,,12/25/2018,16
42990,2015,ford f-250 sd,good,8,diesel,13750,automatic,truck,white,1,10/25/2018,10
2995,2008,subaru impreza,excellent,4,gas,141337,automatic,sedan,black,1,1/29/2019,40
5993,2008,gmc acadia,excellent,6,gas,155648,automatic,SUV,black,1,2/6/2019,72
13991,2007,chevrolet silverado 1500,good,8,gas,94979,automatic,truck,blue,1,2/6/2019,48
20988,2011,chevrolet silverado,excellent,8,gas,82000,automatic,truck,white,1,11/4/2018,37
19900,2014,ram 1500,excellent,8,gas,129060,automatic,pickup,silver,1,7/23/2018,25
20500,2015,ford edge,like new,6,gas,48900,automatic,SUV,,1,6/17/2018,12
31988,2016,chevrolet silverado,like new,8,gas,4100,automatic,truck,black,1,2/12/2019,100
37988,2017,gmc yukon,like new,8,gas,38000,automatic,SUV,black,,4/11/2019,19
27900,2017,chevrolet silverado,like new,8,gas,62447,automatic,truck,,1,12/12/2018,15
33500,2011,ford f-250,excellent,8,diesel,,automatic,pickup,black,1,11/23/2018,16
3800,2001,chevrolet suburban,good,,gas,250000,automatic,SUV,blue,1,9/19/2018,37
5999,2012,nissan altima,good,4,gas,87000,automatic,sedan,,,12/12/2018,40
13900,,dodge grand caravan,good,6,gas,149500,automatic,mini-van,white,,4/3/2019,14
39988,2018,toyota tacoma,like new,6,gas,15000,manual,truck,black,1,5/16/2018,58
19988,2019,toyota corolla,like new,4,gas,4000,automatic,sedan,,,2/25/2019,41
24988,2017,chevrolet silverado,like new,8,gas,,automatic,truck,black,,6/22/2018,31
5995,2015,ford focus se,excellent,4,gas,51000,automatic,sedan,,,12/9/2018,13
5350,2012,ford focus se,excellent,4,gas,,automatic,sedan,black,,1/30/2019,41
8999,2012,chevrolet traverse,excellent,6,gas,151754,automatic,SUV,white,1,11/1/2018,93
22890,2015,gmc sierra,excellent,8,gas,78601,automatic,truck,brown,1,5/8/2018,31
12900,2013,dodge grand caravan,excellent,6,gas,154000,automatic,mini-van,white,,9/1/2018,44
13800,2011,ford f250 super duty,excellent,8,diesel,210000,automatic,truck,green,,9/7/2018,11
18991,2017,ford f-150,good,6,gas,133598,automatic,truck,grey,1,11/26/2018,33
29900,2016,chevrolet tahoe,excellent,8,gas,74000,automatic,SUV,black,1,11/1/2018,53
5995,2012,chevrolet malibu,good,4,gas,119000,automatic,sedan,grey,,7/26/2018,31
15300,1999,ram 2500,excellent,6,diesel,315000,automatic,truck,white,1,10/27/2018,18
24588,2019,chevrolet equinox,like new,4,gas,18280,automatic,SUV,,,1/31/2019,4
13000,2010,ford f-150,like new,8,gas,89000,automatic,truck,white,1,9/11/2018,15
13990,2008,toyota tundra,excellent,8,gas,129274,automatic,truck,,1,7/13/2018,36
31988,2018,jeep grand cherokee,like new,6,gas,10000,automatic,SUV,black,,8/9/2018,10
6900,2010,chevrolet silverado,good,8,gas,301000,automatic,truck,white,1,6/28/2018,84
6700,2009,chevrolet suburban,fair,8,gas,176000,automatic,SUV,black,1,7/30/2018,22
20988,2015,jeep grand cherokee,like new,6,gas,74729,automatic,SUV,black,1,3/16/2019,35
6300,2008,gmc acadia,excellent,6,gas,,automatic,SUV,grey,,9/15/2018,34
4150,2005,chevrolet equinox,excellent,6,gas,13000,automatic,SUV,black,1,8/21/2018,52
7850,2011,ford edge,like new,6,gas,142000,automatic,SUV,green,,3/21/2019,16
26900,2014,ford f-250 sd,good,8,diesel,146920,automatic,truck,white,1,3/19/2019,25
54000,2018,ford f-250,new,8,diesel,10200,automatic,truck,silver,1,4/19/2019,24
8995,2012,ford focus se,excellent,4,gas,62944,automatic,sedan,,,3/5/2019,18
18000,2008,jeep wrangler,excellent,6,gas,130995,automatic,offroad,green,1,6/25/2018,101
12000,1997,toyota tacoma,excellent,6,gas,168000,manual,truck,white,1,7/5/2018,58
19999,2004,ram 2500,excellent,6,diesel,220564,automatic,truck,,1,7/8/2018,98
6500,2009,toyota camry le,good,4,gas,101275,automatic,sedan,grey,,3/22/2019,38
35000,1993,jeep wrangler,excellent,,gas,,manual,SUV,black,,2/24/2019,71
12500,2007,gmc yukon,excellent,8,gas,122000,automatic,SUV,silver,1,11/5/2018,37
10500,2005,ford f-150,good,8,gas,119000,automatic,pickup,blue,1,10/17/2018,28
32500,2011,ford f-150,excellent,8,gas,70000,automatic,pickup,white,1,6/21/2018,25
11750,2015,jeep cherokee,excellent,,gas,117000,automatic,SUV,black,1,9/27/2018,48
14999,2007,toyota tacoma,excellent,6,gas,195255,automatic,pickup,silver,1,9/8/2018,43
15999,2011,honda pilot,excellent,6,gas,111458,automatic,SUV,black,1,1/25/2019,20
6800,2008,honda cr-v,good,4,gas,,automatic,SUV,silver,,12/14/2018,37
2800,2000,dodge dakota,good,,gas,200000,automatic,pickup,black,,8/20/2018,20
5500,2008,chevrolet colorado,like new,4,gas,145000,automatic,pickup,grey,,9/28/2018,80
23500,2012,ford f-250 sd,good,,gas,104850,automatic,truck,black,1,3/21/2019,26
20900,2012,chevrolet silverado 2500hd,good,8,diesel,187375,automatic,truck,,1,1/14/2019,53
9900,2014,jeep grand cherokee,good,6,gas,183981,automatic,SUV,,1,8/30/2018,8
42950,2018,ford f-250,excellent,8,gas,32836,automatic,truck,white,1,5/29/2018,5
15800,2004,chevrolet silverado,like new,8,diesel,184000,automatic,truck,red,,12/6/2018,23
32000,2016,chevrolet suburban,excellent,8,gas,88898,automatic,SUV,white,,3/6/2019,49
12450,2010,jeep wrangler,excellent,6,gas,91577,automatic,SUV,silver,1,12/19/2018,58
5000,2012,ford fusion se,excellent,4,gas,122000,automatic,sedan,grey,,1/26/2019,17
5500,2000,jeep wrangler,excellent,6,gas,,automatic,SUV,yellow,1,2/9/2019,47
6000,2002,jeep wrangler,excellent,6,gas,150700,manual,convertible,,1,12/25/2018,10
399,2012,chevrolet malibu,good,4,gas,,automatic,sedan,white,,1/17/2019,24
4995,2008,dodge charger,good,6,gas,161353,automatic,sedan,silver,,4/3/2019,17
399,2010,chevrolet impala,good,6,gas,143849,automatic,sedan,,,10/27/2018,56
12900,2004,jeep wrangler,excellent,6,gas,,other,SUV,black,1,5/2/2018,66
11500,2011,gmc yukon,excellent,8,gas,,automatic,SUV,white,1,9/26/2018,29
11900,2009,chevrolet silverado 1500,excellent,8,gas,128000,automatic,pickup,white,1,7/15/2018,56
2995,2011,chevrolet impala,excellent,6,gas,119124,automatic,sedan,,,11/20/2018,29
24988,2018,ram 1500,like new,8,gas,18000,automatic,truck,black,,2/28/2019,22
12500,2008,jeep wrangler,excellent,6,gas,145000,automatic,SUV,black,,10/1/2018,22
5500,2009,subaru forester,like new,4,gas,125503,automatic,hatchback,black,1,2/2/2019,89
17988,2019,hyundai elantra,like new,4,gas,,automatic,sedan,grey,,1/2/2019,24
36988,2016,chevrolet tahoe,like new,8,gas,46000,automatic,SUV,silver,1,7/22/2018,48
16000,2013,chevrolet silverado 2500hd,excellent,8,gas,137841,automatic,truck,white,1,1/13/2019,36
27988,2018,ford f-150,like new,6,gas,10000,automatic,truck,grey,,1/27/2019,3
1900,2004,hyundai santa fe,good,6,gas,253258,automatic,SUV,silver,,4/8/2019,41
21988,2016,chevrolet silverado,like new,6,gas,65000,automatic,truck,blue,,6/17/2018,3
24988,2017,chevrolet silverado,like new,8,gas,64000,automatic,truck,white,,6/14/2018,69
26988,2018,ford explorer,like new,6,gas,25000,automatic,SUV,grey,,11/17/2018,24
2000,,honda pilot,fair,6,gas,296155,automatic,SUV,silver,1,12/30/2018,82
4900,2010,buick enclave,excellent,6,gas,178972,automatic,SUV,silver,1,12/19/2018,25
4700,2010,toyota camry,excellent,4,gas,100295,automatic,sedan,silver,,5/19/2018,30
24988,2017,chevrolet traverse,like new,6,gas,33500,automatic,SUV,blue,1,2/16/2019,39
17588,2018,chevrolet cruze,like new,,gas,4000,automatic,sedan,,,10/12/2018,10
4500,2007,acura tl,like new,,gas,175870,automatic,sedan,white,,3/22/2019,15
34988,2016,gmc yukon,like new,8,gas,69400,automatic,SUV,brown,,2/8/2019,6
10900,2009,ram 1500,good,8,gas,168000,automatic,pickup,red,1,6/20/2018,22
4500,2003,ford focus,like new,4,gas,,automatic,hatchback,blue,,1/8/2019,109
13500,2014,subaru forester,excellent,4,gas,72000,automatic,SUV,silver,1,3/26/2019,56
23988,2019,nissan altima,like new,,gas,677,automatic,sedan,grey,,3/10/2019,7
5900,2011,volkswagen jetta,good,4,gas,122000,automatic,hatchback,,,2/28/2019,58
9900,2007,toyota sienna,excellent,6,gas,117200,automatic,mini-van,grey,,5/4/2018,30
3895,2006,nissan murano,good,6,gas,214932,automatic,wagon,custom,,1/28/2019,50
3995,2009,nissan murano,good,,gas,,automatic,wagon,custom,,6/23/2018,11
4995,2007,hyundai santa fe,good,6,gas,184270,automatic,wagon,grey,,12/17/2018,49
5495,2012,hyundai sonata,good,4,gas,160139,automatic,sedan,,,9/23/2018,30
4995,2005,chrysler 300,good,6,gas,213847,automatic,sedan,,,1/12/2019,22
4995,2008,nissan rogue,good,4,gas,147356,automatic,wagon,grey,,8/4/2018,4
6450,2011,subaru outback,like new,4,gas,145247,automatic,wagon,green,1,7/28/2018,12
3495,2006,toyota sienna,good,6,gas,,automatic,van,blue,,11/1/2018,61
4995,2008,hyundai santa fe,good,6,gas,167742,automatic,wagon,silver,,8/16/2018,44
4995,2005,chrysler 300,good,8,gas,217167,automatic,sedan,,,10/25/2018,22
4995,2010,dodge charger,good,6,gas,204793,automatic,sedan,black,,3/12/2019,43
5295,2012,nissan rogue,good,4,gas,128382,automatic,wagon,custom,,3/16/2019,30
4995,2000,ford f-150,good,,gas,241915,automatic,truck,white,,9/26/2018,44
2495,2005,ford taurus,good,6,gas,253800,automatic,sedan,green,,1/30/2019,53
21900,2011,ford f250,excellent,8,diesel,,automatic,truck,white,1,6/30/2018,31
